U_name,U_link
20644,2646
21636,2646
21954,2646
23831,2646
22057,2646
23729,2646
25714,2646
21448,2646
25637,2646
21538,2646
21811,2646
23295,2646
23218,2646
21017,2646
24481,2646
22116,2646
21759,2646
21212,2646
21346,2646
22477,2646
23728,2646
25122,2646
20782,2646
20829,2646
21147,2646
21609,2646
21634,2646
22351,2646
20273,2646
22660,2646
21426,2646
21197,2646
20293,2646
21077,2646
21590,2646
21598,2646
24422,2646
21500,2646
21882,2646
20875,2646
23382,2646
20348,2646
22722,2646
20350,2646
21368,2646
20359,2646
22901,2646
20974,2646
20855,2646
21376,2646
21350,2646
24816,2646
20407,2646
23466,2646
21938,2646
23662,2646
21519,2646
22372,2646
22004,2646
22731,2646
21670,2646
23522,2646
21146,2646
21171,2646
21722,2646
22820,2646
21843,2646
23456,2646
20962,2646
18265463,2646
20518,2646
22878,2646
24342,2646
21230,2646
21053,2646
23213,2646
18166939,2646
20734,2646
22006,2646
21997,2646
20862,2646
20002,2686
21308,2686
24650,2686
24657,2686
20299,2686
22107,2686
21728,2686
22113,2686
20852,2686
21425,2686
22457,2686
21429,2686
20712,2686
22169,2686
22580,2686
21391,2686
20688,2686
22206,2686
24140,2686
21508,2686
23170,2686
20797,2686
18217475,2686
23805,2686
23673,2686
21563,2686
20035,2686
20036,2686
20765,2686
21635,2686
20803,2686
23185,2686
22077,2686
24313,2686
20754,2686
20044,2686
20842,2686
20870,2686
20062,2686
22172,2686
20063,2686
21118,2686
21178,2686
20611,2686
21347,2686
20770,2686
20890,2686
23924,2686
22080,2686
21431,2686
25058,2686
20644,2686
20719,2686
21636,2686
20085,2686
22056,2686
21520,2686
20090,2686
21885,2686
24195,2686
18377085,2686
21945,2686
21499,2686
20613,2686
18296368,2686
20665,2686
22665,2686
22353,2686
21513,2686
20964,2686
21157,2686
18226441,2686
21604,2686
23729,2686
25718,2686
24487,2686
23242,2686
23792,2686
21241,2686
23680,2686
21760,2686
23933,2686
21538,2686
21578,2686
21811,2686
22008,2686
23183,2686
21875,2686
22554,2686
23295,2686
23920,2686
22406,2686
22595,2686
21381,2686
20172,2686
22248,2686
22333,2686
21761,2686
21611,2686
22049,2686
21715,2686
23964,2686
21626,2686
23629,2686
23839,2686
22116,2686
21759,2686
20193,2686
22362,2686
21220,2686
21219,2686
20879,2686
21212,2686
20733,2686
20637,2686
25664,2686
20828,2686
21672,2686
22078,2686
21550,2686
23214,2686
21612,2686
21349,2686
21346,2686
22453,2686
22477,2686
23728,2686
21510,2686
21257,2686
20782,2686
20235,2686
20829,2686
21147,2686
22365,2686
20240,2686
21269,2686
21313,2686
22082,2686
21208,2686
21507,2686
22814,2686
20801,2686
20747,2686
21764,2686
21763,2686
20622,2686
20621,2686
20624,2686
22351,2686
21149,2686
20988,2686
18398880,2686
20279,2686
22076,2686
22660,2686
21426,2686
22816,2686
23223,2686
21576,2686
21829,2686
21530,2686
20287,2686
23096,2686
23179,2686
20293,2686
21469,2686
18070807,2686
21639,2686
21077,2686
21590,2686
21593,2686
21598,2686
21669,2686
20844,2686
21377,2686
22067,2686
21716,2686
20941,2686
22361,2686
23817,2686
22624,2686
21284,2686
21218,2686
20875,2686
23382,2686
20928,2686
21216,2686
20927,2686
20646,2686
21608,2686
21214,2686
22864,2686
20630,2686
21992,2686
23008,2686
20826,2686
23800,2686
21354,2686
20348,2686
22722,2686
21125,2686
20350,2686
18198678,2686
20780,2686
21468,2686
20881,2686
22164,2686
21863,2686
21211,2686
22431,2686
23042,2686
20359,2686
21834,2686
20679,2686
21074,2686
21250,2686
23049,2686
20363,2686
22809,2686
21176,2686
21070,2686
21613,2686
20974,2686
20855,2686
21376,2686
20908,2686
21350,2686
21854,2686
24816,2686
21516,2686
22173,2686
18414428,2686
24564,2686
23057,2686
21692,2686
24802,2686
21357,2686
20407,2686
21374,2686
22024,2686
21664,2686
20412,2686
24315,2686
22612,2686
20784,2686
22095,2686
20809,2686
21154,2686
23767,2686
22234,2686
21371,2686
21938,2686
22819,2686
20727,2686
21506,2686
22769,2686
21665,2686
20849,2686
21316,2686
21668,2686
21773,2686
20687,2686
20453,2686
24530,2686
22602,2686
20456,2686
21675,2686
23730,2686
23522,2686
21146,2686
23194,2686
21138,2686
21137,2686
21649,2686
22802,2686
21527,2686
20856,2686
24452,2686
24998,2686
23182,2686
23899,2686
22391,2686
21497,2686
18017612,2686
23456,2686
22110,2686
20962,2686
21886,2686
20510,2686
22040,2686
25429,2686
20859,2686
20518,2686
21509,2686
22866,2686
24395,2686
22548,2686
23674,2686
24342,2686
21230,2686
24116,2686
20850,2686
20786,2686
18382762,2686
21053,2686
23890,2686
18398883,2686
23213,2686
20661,2686
24286,2686
20920,2686
18166939,2686
21472,2686
21274,2686
21689,2686
20653,2686
20734,2686
21064,2686
20833,2686
21569,2686
24935,2686
22895,2686
22006,2686
21291,2686
21050,2686
21780,2686
22729,2686
21380,2686
22429,2686
21748,2686
21295,2686
21565,2686
18420362,2686
20942,2686
18354584,2686
21627,2686
21997,2686
25753,2686
21060,2686
20756,2686
20862,2686
24503,2686
22656,2686
20602,2686
23729,2749
21212,2749
22660,2795
24816,2795
25429,2795
18249153,2795
20734,2795
20828,2907
21829,3288
18017610,3288
21829,3407
21426,3587
20286,3673
18217480,5486
21212,5486
20279,5486
24342,5486
20350,6083
25722,6083
20842,6170
24668,6342
20842,6431
22991,6431
21843,6431
18166935,6431
20754,6519
20044,6519
20090,6519
21885,6519
24831,6519
24008,6519
20274,6519
22418,6519
23817,6519
22173,6519
22010,6519
23597,6519
22107,6556
23805,6556
23831,6556
21212,6556
20870,6719
21859,6847
18343756,6862
25664,6868
23729,7012
24962,7012
23730,7012
18017612,7012
20797,7028
20842,7028
21431,7028
21604,7028
23302,7028
21510,7028
22424,7028
21350,7028
22221,7057
20665,7145
20240,7220
24537,7220
21282,7220
23213,7220
20712,7447
20870,7447
21218,7447
21461,7447
18217482,7487
20828,7522
20044,7629
21550,7629
20273,7629
21386,7629
20864,7629
18259462,7629
20855,7629
22612,7629
21411,7629
22538,7629
20661,7629
23831,7888
25714,7888
21447,7888
24572,7888
23295,7888
21550,7888
18213991,7888
21346,7888
20240,7888
18398376,7888
24674,7888
18249144,7888
20747,7888
21764,7888
25400,7888
22378,7888
23273,7888
24884,7888
22576,7888
20912,7888
22612,7888
18224064,7888
18224075,7888
25190,7888
18287268,7888
18017612,7888
23456,7888
20518,7888
20746,7888
24568,7888
22429,7888
25753,7888
20350,7893
20797,8048
20870,8048
20283,8048
20518,8048
21380,8048
21308,8061
20072,8061
24530,8061
18249185,8120
23805,8136
23729,8136
18249144,8136
23899,8136
23890,8136
24629,8136
24286,8136
20829,8242
20842,8396
23831,8396
20240,8396
21149,8396
20928,8396
24530,8396
24654,8396
22077,8454
20044,8454
20870,8454
20065,8454
20072,8454
21431,8454
21945,8454
20613,8454
23729,8454
25714,8454
24193,8454
21811,8454
18311124,8454
24546,8454
21465,8454
25634,8454
20240,8454
23221,8454
18249144,8454
20747,8454
21764,8454
21593,8454
20875,8454
21354,8454
22905,8454
25378,8454
18217482,8454
25387,8454
23342,8454
23899,8454
20962,8454
21282,8454
24286,8454
18017615,8454
20518,8455
21519,8519
20002,8684
24657,8684
22113,8684
22206,8684
23170,8684
23673,8684
21635,8684
20870,8684
18311134,8684
23219,8684
21945,8684
25718,8684
25431,8684
21550,8684
20782,8684
20235,8684
20829,8684
20240,8684
20747,8684
21426,8684
21197,8684
22361,8684
21211,8684
21316,8684
18162692,8684
18143280,8684
20746,8684
21050,8684
20675,8684
25753,8684
21060,8684
20870,8735
18265446,8735
25037,8735
24537,8735
23559,8735
23606,8735
22576,8735
23194,8735
22820,8782
21520,8852
21212,8852
22067,8852
21411,8982
21510,9298
21218,9298
21355,9298
21888,9298
20002,9341
20756,9391
23664,9403
24624,9540
21412,9540
20002,9615
20878,9615
20843,9654
20927,9654
21815,9655
25538,9655
18325275,9655
23213,9655
21520,9701
24735,9701
18249185,9701
18198665,9701
24504,9701
23587,9701
25587,9701
24324,9711
22003,9711
20624,9750
20870,9805
22866,9805
23927,9850
21997,9850
21875,9857
21262,9857
20499,9857
23185,9929
20870,9929
18166940,9929
23831,9929
23933,9929
21543,9929
23629,9929
25664,9929
24537,9929
24727,9929
18398887,9929
25587,9929
24629,9929
20543,9929
24286,9929
24503,9929
24792,9952
20036,9952
21964,9952
20870,9952
21881,9952
20665,9952
20928,9952
21486,9952
20793,9952
22571,9952
23831,9967
23382,10074
18017618,10307
20299,10307
20299,10307
22107,10307
21712,10307
21391,10307
18259475,10307
24140,10307
21508,10307
23673,10307
25506,10307
23185,10307
24313,10307
20842,10307
20870,10307
20644,10307
22875,10307
21954,10307
23468,10307
23831,10307
23433,10307
20843,10307
24735,10307
23729,10307
20647,10307
21241,10307
22991,10307
23933,10307
20779,10307
21220,10307
22664,10307
21212,10307
23595,10307
22453,10307
20940,10307
20782,10307
20235,10307
22603,10307
24537,10307
22418,10307
21356,10307
22709,10307
21633,10307
20941,10307
21998,10307
22404,10307
21218,10307
20928,10307
20927,10307
21992,10307
21354,10307
20350,10307
20959,10307
18259447,10307
21432,10307
21613,10307
24201,10307
20855,10307
21355,10307
21546,10307
25628,10307
24564,10307
23057,10307
21357,10307
20720,10307
18296336,10307
21519,10307
22004,10307
24504,10307
23899,10307
23418,10307
20499,10307
21509,10307
23270,10307
24342,10307
24344,10307
20543,10307
24286,10307
21274,10307
23555,10307
23787,10393
20350,10397
20456,10430
21425,10466
22169,10466
20072,10466
21885,10466
20964,10466
22008,10466
18211703,10466
21212,10466
20828,10466
21550,10466
20287,10466
21593,10466
21669,10466
18162670,10466
21176,10466
21512,10466
20855,10466
22769,10466
24530,10466
18380248,10466
21053,10466
23213,10466
21689,10466
21997,10466
20602,10466
21346,10487
20002,10523
20842,10523
20890,10523
22362,10523
21219,10523
21550,10523
21612,10523
23233,10523
20927,10523
20974,10523
20393,10523
20912,10523
21665,10523
24530,10523
23522,10523
18017612,10523
18162696,10523
24525,10523
22429,10523
24789,10610
21715,10612
21212,10612
21211,10612
20404,10612
23295,10632
20928,10783
20855,10800
20002,10846
20065,10846
21462,10846
21211,10846
23273,10846
21461,10846
21215,10846
21472,10846
20273,10857
21300,10857
20885,10868
20193,10889
20661,10902
20797,10915
24205,10915
21219,10915
21212,10915
21550,10915
20240,10915
21073,10915
20681,10940
20127,10967
21381,10980
20829,11038
20868,11038
21217,11127
20478,11133
24670,11191
21855,11191
21964,11191
20842,11191
20063,11191
21118,11191
20611,11191
22788,11191
18311149,11191
23801,11191
21992,11191
25713,11191
18440241,11191
21668,11191
18143255,11191
20841,11191
22169,11220
21391,11220
22127,11220
20797,11220
23805,11220
23430,11220
24910,11220
20044,11220
22907,11220
22080,11220
21636,11220
22056,11220
23831,11220
21227,11220
22530,11220
22920,11220
25063,11220
18143276,11220
21760,11220
21760,11220
21538,11220
24193,11220
24979,11220
18162656,11220
21875,11220
22406,11220
24481,11220
21715,11220
23964,11220
25037,11220
22116,11220
21759,11220
23892,11220
21606,11220
18343842,11220
21550,11220
24291,11220
24573,11220
23165,11220
20240,11220
21208,11220
18296360,11220
25660,11220
23518,11220
22076,11220
21701,11220
21576,11220
21620,11220
20293,11220
21593,11220
21669,11220
24161,11220
20763,11220
23349,11220
18287267,11220
23382,11220
23610,11220
21262,11220
21254,11220
20826,11220
18198678,11220
20780,11220
22935,11220
18325275,11220
23506,11220
21176,11220
20855,11220
24454,11220
23273,11220
22173,11220
21374,11220
22576,11220
22883,11220
20784,11220
22095,11220
18198665,11220
21411,11220
22769,11220
25055,11220
21280,11220
20687,11220
24530,11220
23953,11220
24689,11220
21146,11220
23896,11220
23194,11220
23342,11220
21527,11220
21722,11220
23456,11220
22932,11220
21989,11220
25025,11220
20786,11220
20661,11220
24479,11220
24902,11220
24568,11220
20851,11220
22918,11220
22006,11220
21380,11220
22429,11220
22087,11220
22188,11220
21060,11220
20862,11220
18431454,11265
20172,11265
20791,11265
22571,11265
20754,11271
20842,11271
20870,11271
21382,11271
18162672,11271
25605,11271
24487,11271
17953898,11271
18213995,11271
20279,11271
22418,11271
21377,11271
21716,11271
20928,11271
18377112,11271
20404,11271
20912,11271
22933,11271
20520,11271
24342,11271
20299,11277
20842,11277
18311146,11309
20969,11309
21347,11314
20072,11314
20613,11314
20782,11314
20661,11314
23170,11341
20044,11341
23147,11341
24794,11341
20348,11341
22010,11341
20456,11341
23342,11341
20522,11341
20734,11341
20350,11442
21569,11453
20842,11501
20624,11501
21499,11529
20453,11534
21219,11538
22169,11560
20842,11560
22080,11560
24644,11560
20083,11560
21945,11560
22665,11560
21869,11560
22057,11560
21212,11560
23722,11560
21346,11560
23927,11560
20240,11560
20747,11560
22083,11560
21576,11560
20286,11560
20725,11560
22208,11560
22183,11560
22010,11560
20453,11560
24452,11560
20962,11560
23904,11560
25429,11560
24525,11560
25679,11560
21997,11560
18017618,11641
18354333,11641
18238594,11641
21429,11641
24488,11641
24174,11641
22169,11641
17983778,11641
18204257,11641
20036,11641
25506,11641
21162,11641
20677,11641
20754,11641
20044,11641
23521,11641
20842,11641
25570,11641
20770,11641
23219,11641
18265444,11641
21520,11641
21885,11641
18366914,11641
18377085,11641
24016,11641
18226441,11641
22057,11641
23652,11641
21984,11641
23680,11641
23933,11641
21538,11641
20137,11641
22008,11641
18162656,11641
17983797,11641
21875,11641
25548,11641
23438,11641
18198667,11641
22406,11641
22925,11641
24680,11641
18213962,11641
24481,11641
21715,11641
23964,11641
22432,11641
21759,11641
20193,11641
21798,11641
20733,11641
22674,11641
24131,11641
21159,11641
20828,11641
22078,11641
21550,11641
21612,11641
21346,11641
22189,11641
20235,11641
25689,11641
20829,11641
21147,11641
22365,11641
24674,11641
18175645,11641
21609,11641
20747,11641
21764,11641
23233,11641
24380,11641
22076,11641
18251913,11641
18382567,11641
20830,11641
23223,11641
24301,11641
21576,11641
21051,11641
21727,11641
18134901,11641
24502,11641
18204346,11641
18249150,11641
20864,11641
18368652,11641
24685,11641
18217467,11641
21336,11641
20630,11641
20348,11641
21125,11641
20350,11641
18198678,11641
24662,11641
18414401,11641
18388305,11641
22164,11641
25199,11641
18311144,11641
23683,11641
21863,11641
21211,11641
22431,11641
18134886,11641
20679,11641
17983766,11641
23847,11641
21288,11641
18217465,11641
20363,11641
17983781,11641
21176,11641
23075,11641
21988,11641
20855,11641
21376,11641
25378,11641
21854,11641
23273,11641
25628,11641
22173,11641
23739,11641
20404,11641
22024,11641
21664,11641
20412,11641
20414,11641
20420,11641
22095,11641
20868,11641
23631,11641
18325258,11641
21411,11641
22448,11641
21665,11641
21280,11641
18224075,11641
24530,11641
24689,11641
18265454,11641
25447,11641
22478,11641
24754,11641
22391,11641
23456,11641
23473,11641
21886,11641
23079,11641
25429,11641
20859,11641
22866,11641
20529,11641
21230,11641
24887,11641
24629,11641
20661,11641
22006,11641
21344,11641
21380,11641
22429,11641
21295,11641
22870,11641
24694,11641
18204258,11641
22656,11641
20678,11648
20350,11731
22077,11838
21382,11838
23831,11838
18249185,11838
23629,11838
21212,11838
23655,11838
23817,11838
21608,11838
20350,11838
22164,11838
25628,11838
20404,11838
18143268,11838
18270243,11838
18017612,11838
25587,11838
24781,11838
24525,11838
18017615,11838
23185,11859
23831,11859
23729,11859
24537,11859
24395,11859
21380,11878
21212,11949
21426,12059
20350,12059
20855,12059
20044,12071
18386815,12072
20404,12127
21149,12142
20472,12172
18162696,12172
21180,12229
21520,12325
23729,12325
20193,12325
23817,12325
21516,12325
24504,12325
18237062,12325
21497,12325
20720,12426
23933,12467
18198677,12467
21349,12467
23242,12540
20912,12540
25679,12540
18249185,12628
21669,12628
21431,12629
20072,12753
18217861,12754
22933,12796
20791,12824
20002,12924
21581,12924
24650,12924
22854,12924
20852,12924
20712,12924
21391,12924
20866,12924
23195,12924
18217475,12924
21563,12924
20677,12924
22077,12924
20754,12924
20904,12924
20842,12924
20870,12924
20065,12924
21347,12924
20890,12924
22462,12924
23219,12924
21431,12924
20083,12924
21636,12924
21520,12924
24205,12924
22572,12924
24195,12924
18354616,12924
23433,12924
20665,12924
22353,12924
20843,12924
21412,12924
21604,12924
21869,12924
25718,12924
25464,12924
20647,12924
21538,12924
20149,12924
21875,12924
18398881,12924
21761,12924
22362,12924
24760,12924
21159,12924
25664,12924
20885,12924
21550,12924
21612,12924
20681,12924
21346,12924
21465,12924
21510,12924
20700,12924
24573,12924
20240,12924
21383,12924
21269,12924
21313,12924
21507,12924
20747,12924
20621,12924
24537,12924
21149,12924
21426,12924
24795,12924
21829,12924
18351506,12924
21530,12924
20286,12924
22137,12924
21727,12924
20293,12924
21633,12924
20844,12924
21377,12924
21386,12924
23280,12924
21218,12924
20864,12924
21214,12924
20791,12924
20348,12924
20350,12924
18270223,12924
20881,12924
20356,12924
21152,12924
20918,12924
20363,12924
21511,12924
18259462,12924
20974,12924
24201,12924
21355,12924
21350,12924
21546,12924
18361674,12924
24802,12924
20412,12924
20912,12924
21859,12924
18287272,12924
22234,12924
23191,12924
21519,12924
21411,12924
20453,12924
18270233,12924
20691,12924
21707,12924
22162,12924
21146,12924
20464,12924
25190,12924
24452,12924
18270243,12924
18224045,12924
21467,12924
18017612,12924
18162696,12924
25429,12924
23587,12924
20859,12924
20518,12924
21046,12924
21180,12924
20529,12924
21868,12924
20661,12924
18166939,12924
20653,12924
20734,12924
20833,12924
21569,12924
22006,12924
21050,12924
18249142,12924
21344,12924
25471,12924
18270247,12924
20600,12924
21294,12924
21510,13024
21308,13057
21520,13057
20928,13057
20350,13057
20841,13057
20350,13161
20600,13161
22446,13198
21586,13237
22571,13306
20918,13365
23273,13365
25232,13365
20862,13365
20299,13519
20797,13519
22788,13519
20613,13519
24193,13519
21550,13519
21346,13519
20782,13519
20240,13519
21313,13519
20747,13519
20273,13519
21426,13519
20293,13519
21839,13519
20350,13519
20855,13519
20912,13519
21938,13519
21352,13519
25190,13519
18287268,13519
18017612,13519
20520,13519
20746,13519
22429,13519
25753,13519
20862,13519
18166903,13559
21995,13559
18213969,13559
18256887,13559
22183,13559
22004,13559
21160,13559
20478,13569
21461,13569
20797,13570
20404,13570
20613,13661
21520,13682
21883,13682
22535,13682
21308,13684
21543,13684
21219,13714
21798,13714
23927,13714
21530,13714
23280,13714
21216,13714
23273,13714
20472,13714
20833,13714
23273,13744
21411,13744
20307,13746
20833,13746
21728,13749
22580,13749
24205,13749
25605,13749
22418,13749
24015,13749
22164,13749
18287249,13749
23767,13749
20942,13749
20613,13762
21550,13762
20681,13762
20927,13762
20348,13762
20518,13762
23655,13846
21411,13846
24286,13846
24802,13855
18311134,13929
20063,13929
21558,13929
21798,13929
22164,13929
21376,13929
18420392,13929
21997,13929
20712,13993
20879,13993
20350,13993
20881,13993
20855,13993
20665,14025
20240,14025
20661,14025
20602,14025
25506,14034
20926,14114
20926,14130
23787,14190
23805,14190
21520,14190
25538,14190
21604,14190
21381,14190
21125,14190
22164,14190
20404,14190
21370,14190
21424,14190
24286,14190
18226441,14199
21354,14264
20404,14264
20879,14317
20720,14317
20499,14317
20833,14317
22080,14340
23652,14340
23680,14340
18249172,14340
21520,14589
20028,14672
21431,14672
21875,14672
24795,14672
20890,14714
20843,14714
18265446,14714
23793,14714
20002,14722
20842,14860
23933,14941
20090,14945
20974,14945
20407,14945
21053,14945
21435,15142
20842,15268
24668,15340
18368692,15340
18440224,15340
20350,15400
21308,15432
20842,15432
20235,15432
20235,15432
21426,15432
21426,15432
20453,15432
22353,15449
20137,15449
20193,15449
21208,15449
21612,15500
22649,15555
24085,15555
21824,15555
20719,15555
21157,15555
21760,15555
22078,15555
22365,15555
24674,15555
20747,15555
21161,15555
22351,15555
22076,15555
23765,15555
21727,15555
20759,15555
20646,15555
21468,15555
20356,15555
23522,15555
22447,15555
20350,15563
21563,15602
20927,15602
20850,15602
20842,15604
22189,15604
20782,15604
21829,15604
24452,15604
20927,15693
21383,15716
20870,15760
20665,15760
21346,15760
21470,15760
20279,15760
23179,15760
18287246,15760
18198678,15760
18343765,15760
21368,15760
20918,15760
21176,15760
22010,15760
21146,15760
21230,15760
20240,15886
23357,15985
20240,16034
21149,16034
20908,16034
18213973,16034
25429,16034
23940,16046
21997,16046
21715,16059
22006,16059
20002,16065
20299,16066
20797,16066
20613,16067
20870,16189
18162672,16189
24008,16189
24665,16189
18368652,16189
20348,16189
18198665,16189
23899,16189
21230,16189
22353,16425
18311124,16425
21214,16425
20348,16425
24008,16472
21520,16610
21543,16610
21550,16610
20957,16610
20761,16723
21469,16723
20759,16723
20630,16723
20855,16723
20002,16874
22905,16892
20002,16967
20842,16967
21664,16967
20842,16975
20826,17037
20852,17038
21219,17038
18017615,17102
21411,17446
21308,17462
20870,17462
20855,17462
21380,17462
20862,17462
20797,17523
20240,17523
20350,17523
20661,17523
18420522,17599
21815,17599
21855,17599
20842,17599
21881,17599
18162672,17599
25538,17599
18265441,17599
18143265,17599
18420396,17599
18398880,17599
24890,17599
18361657,17599
18343765,17599
21876,17599
22173,17599
24564,17599
20404,17599
23587,17599
18017635,17599
25501,17599
21850,17599
24644,17631
21520,17631
25538,17631
22078,17631
22481,17631
24665,17631
22173,17631
23555,17631
20873,17672
20090,17770
21543,17770
21213,17770
21549,17770
20720,17770
20520,17770
20002,17789
21232,17896
23831,17918
21308,18150
22580,18150
23218,18150
25122,18150
20928,18150
17983779,18150
20350,18252
20828,18391
21668,18535
21476,18535
20090,18776
21219,18776
21313,18776
21669,18776
20927,18776
23342,18776
21689,18776
21997,18776
20719,18848
20941,18888
21344,18917
20029,19101
21347,19130
20904,19158
24629,19158
21829,19165
21576,19168
20404,19168
20859,19168
21380,19168
20852,19358
20870,19358
20359,19414
24735,19551
17953898,19551
18388188,19551
21376,19551
18287272,19551
22933,19551
20918,19585
20918,19608
21506,19736
20890,20120
20348,20120
21217,20120
21306,20120
20870,20145
21212,20145
20842,20262
21140,20262
20404,20262
21213,20265
23273,20489
24530,20489
20518,20489
20870,20687
20890,20687
18265441,20687
25714,20687
21269,20687
18361657,20687
18249172,20687
24503,20687
18343731,20861
18420482,20861
20862,20861
20002,21025
20647,21159
21218,21159
23185,21202
24487,21202
20520,21202
21212,21273
21308,21408
24670,21408
24117,21408
21618,21408
23831,21408
25714,21408
24008,21408
21543,21408
23629,21408
24760,21408
21510,21408
21334,21408
24679,21408
24537,21408
18398880,21408
22418,21408
21213,21408
18250360,21408
21876,21408
22571,21408
23213,21408
18270247,21408
23185,21444
25610,21444
18287237,21444
18017633,21444
18343731,21444
24629,21444
18249166,21496
18377108,21496
18017612,21496
18017610,21496
18354592,21496
18368662,21496
20754,21673
18398891,21673
23814,21673
21337,21673
24008,21673
24428,21673
20274,21673
20279,21673
22418,21673
21590,21673
20873,21673
22164,21673
23057,21673
20720,21673
21519,21673
21352,21673
22661,21673
24629,21673
23192,21673
20600,21673
18265429,21777
20870,21777
18217480,21777
20193,21777
21598,21985
20647,22047
21212,22287
23831,22399
25628,22399
18368673,22399
18311146,22508
18368652,22631
20712,22676
20885,22690
21274,22798
25664,22879
21337,23139
21543,23139
21611,23139
25664,23139
22078,23139
24892,23139
18377112,23139
24564,23139
18287249,23139
24504,23139
18368664,23139
18420482,23139
25587,23139
18166935,23139
18368673,23139
21219,23447
21606,23447
21214,23447
20855,23447
20404,23476
18311148,23507
21543,23648
24395,23655
25563,23696
18171057,23911
21487,23911
20844,23911
21588,23911
23831,24004
18249185,24031
21212,24031
24504,24031
18368662,24031
20286,24123
24655,24161
23934,24161
24503,24161
21559,24238
20600,24238
24629,24466
20350,24507
18311134,24658
25431,24658
25664,24658
24342,24658
23213,24658
20172,24672
21516,24743
20350,24899
25190,24899
21386,24927
21507,25017
21426,25017
24504,25017
18368660,25210
25664,25210
23933,25211
21426,25211
18335908,25211
23890,25211
20841,25235
23185,25412
20852,25682
20842,25682
21347,25682
21499,25682
20733,25682
21426,25682
21218,25682
21216,25682
21354,25682
21664,25682
20453,25682
21569,25682
25464,25771
23793,25771
21543,25801
20852,25812
20698,25812
20782,25812
20826,25894
24760,26089
18377085,26314
20852,26335
21520,26383
25702,26383
25710,26383
24395,26733
18217475,26826
18198682,26826
24205,26826
18249144,26826
21212,26843
18270238,26843
23894,26843
21669,26843
21532,26843
25705,26843
24902,26843
20147,26908
24587,26908
23933,26933
20273,26933
18249172,26933
18354569,26933
21543,26959
24525,27235
21829,27515
20279,27658
23831,27668
21550,27668
22429,27668
24654,27668
25563,27862
20870,27947
21954,27947
18377099,28030
20404,28387
20002,28668
18303884,28692
20828,28832
18265446,28867
21176,28867
24877,28867
23185,28893
18377085,28987
21519,28987
18017612,28987
23325,29122
20842,29125
21885,29125
22593,29125
21117,29125
22164,29125
24530,29125
24525,29125
20962,29310
20841,29310
18162656,29485
18343731,29485
23057,29485
21497,29485
20002,29559
20844,29563
20855,29563
20841,29563
21149,29739
20941,29739
21216,29739
23942,29739
24342,29739
21230,29739
20942,29739
22164,29774
23729,30074
22164,30074
21176,30074
18017612,30074
23890,30074
20044,30147
21212,30265
21612,30265
21411,30265
20600,30342
21212,30381
20404,30381
21997,30381
18204346,30387
20044,30477
20870,30477
20065,30477
20193,30869
20959,30869
24816,30869
21516,30869
20404,30898
20833,31146
21576,31212
21431,31470
21382,31470
